GAME_DATE,DAY,START_TIME_ET,GAME,TYPE,LIST_DATE,LIST_DAYS_REMAIN,ORDER_NO,SALE_DATE,SALE_DAYS_REMAIN,QTY_AVAIL,QTY_SOLD,SALE_UNIT_PRICE,SALE_EXT_AMT,STUBHUB_FEES,NET_PAYOUT,UNIT_COST,EXT_COST,MARGIN,MARGIN_PCT,M2_MAY,M3_JUN,M4_JUL,M5_AUG,M6_SEP,M7_SCHOOL_OUT,DOW,D1_TUE,D2_WED,D3_THUR,D4_FRI,D5_SAT,D6_SUN,S1_OPENER,S2_MOTHERS_DAY,S3_INDEPENDENCE_DAY,FULL_DATE,DAY_NIGHT,START_TIME,T1_DAY_1PM,T1_DAY_4PM,BRAVES_CLASS,HOME_TEAM,AWAY_TEAM,O01_NYM,O02_PHL,O03_MIA,O04_STL,O05_MIL,O06_CHC,O07_PIT,O08_CIN,O09_LAD,O10_SDP,O11_SFG,O12_ARI,O13_COL,O14_HOU,O15_LAA,O16_OAK,O17_BOS,OC1_DIVISION,OC2_AL_INTER,OUTCOME,RUNS,RA,INNINGS,POST_RECORD,BRAVES_RANK,R1_BRAVES_GB,WIN,LOSS,SAVE,TIME,ATTENDANCE,CLI,STREAK,E1_BOBBLEHEAD,E2_WS_REPLICA_RING,OPP_RANK,OPP_2022_ATTEND_AVG,OPP_MSA_POP, OPP_POP_PER_ATTEND ,OPP_FORBES_VAL
7/5/22,Tue,7:20 PM,Cardinals at Braves,SEATS,6/24/22,11,273698487,7/5/22,0,3,3,17.95,53.85,5.39,48.47,18.00,54.00,-5.54,-10%,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Jul 5",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,7,1,0,48-34,2,-2.5,Anderson,Pallante,0,3:07,35656,1.29,2,0,0,2,40994,2809299, 69 ,2.45
7/6/22,Wed,7:20 PM,Cardinals at Braves,PARKING,6/24/22,12,501920955,7/4/22,2,1,1,24.95,24.95,2.50,22.46,18.00,18.00,4.46,25%,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Jul 6",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,3,0,0,49-34,2,-2.5,Fried,Mikolas,Minter,2:32,36718,1.29,3,1,0,2,40994,2809299, 69 ,2.45
7/6/22,Wed,7:20 PM,Cardinals at Braves,SEATS,6/24/22,12,501995735,7/6/22,0,1,1,14.45,14.45,1.45,13.01,18.00,18.00,-5.00,-28%,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Jul 6",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,3,0,0,49-34,2,-2.5,Fried,Mikolas,Minter,2:32,36718,1.29,3,1,0,2,40994,2809299, 69 ,2.45
7/6/22,Wed,7:20 PM,Cardinals at Braves,SEATS,6/24/22,12,501837283,7/4/22,2,3,3,27.88,83.64,8.36,75.28,18.00,54.00,21.28,39%,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Jul 6",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,3,0,0,49-34,2,-2.5,Fried,Mikolas,Minter,2:32,36718,1.29,3,1,0,2,40994,2809299, 69 ,2.45
7/7/22,Thu,7:20 PM,Cardinals at Braves,PARKING,6/24/22,13,501924523,7/4/22,3,1,1,22.95,22.95,2.30,20.66,18.00,18.00,2.66,15%,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,"Thursday, Jul 7",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,2,3,11,49-35,2,-3.5,Helsley,Matzek,Naughton,3:50,37756,1.21,-1,0,0,2,40994,2809299, 69 ,2.45
7/7/22,Thu,7:20 PM,Cardinals at Braves,SEATS,6/24/22,13,502015314,7/7/22,0,4,4,19.86,79.44,7.94,71.50,18.00,72.00,-0.50,-1%,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,"Thursday, Jul 7",N,7:20 PM,0,0,3_Premier,ATL,STL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,2,3,11,49-35,2,-3.5,Helsley,Matzek,Naughton,3:50,37756,1.21,-1,0,0,2,40994,2809299, 69 ,2.45
7/8/22,Fri,7:20 PM,Nationals at Braves,PARKING,6/24/22,14,501939449,7/4/22,4,1,1,33.95,33.95,3.40,30.56,18.00,18.00,12.56,70%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 8",N,7:20 PM,0,0,2_Marquee,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,12,2,0,50-35,2,-2.5,Morton,Fedde,0,2:51,41725,1.13,1,0,0,5,25017,6356434, 254 ,2
7/8/22,Fri,7:20 PM,Nationals at Braves,SEATS,6/24/22,14,501549534,6/24/22,14,4,4,49.95,199.80,19.98,179.82,18.00,72.00,107.82,150%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 8",N,7:20 PM,0,0,2_Marquee,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,12,2,0,50-35,2,-2.5,Morton,Fedde,0,2:51,41725,1.13,1,0,0,5,25017,6356434, 254 ,2
7/9/22,Sat,4:10 PM,Nationals at Braves,PARKING,6/24/22,15,501731565,6/29/22,10,1,1,29.95,29.95,3.00,26.96,18.00,18.00,8.96,50%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 9",D,4:10 PM,0,1,1_Diamond,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,4,3,0,51-35,2,-2.5,Wright,Corbin,Minter,2:36,40632,1.13,2,0,0,5,25017,6356434, 254 ,2
7/9/22,Sat,4:10 PM,Nationals at Braves,SEATS,6/24/22,15,501649547,6/27/22,12,4,4,59.00,236.00,23.60,212.40,18.00,72.00,140.40,195%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 9",D,4:10 PM,0,1,1_Diamond,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,4,3,0,51-35,2,-2.5,Wright,Corbin,Minter,2:36,40632,1.13,2,0,0,5,25017,6356434, 254 ,2
7/10/22,Sun,1:35 PM,Nationals at Braves,PARKING,6/24/22,16,501965856,7/5/22,5,1,1,20.95,20.95,2.10,18.86,18.00,18.00,0.86,5%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 10",D,1:35 PM,1,0,3_Premier,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W-wo,4,3,12,52-35,2,-1.5,McHugh,Weems,0,3:53,32053,1.12,3,1,0,5,25017,6356434, 254 ,2
7/10/22,Sun,1:35 PM,Nationals at Braves,SEATS,6/24/22,16,,,,4,0,0.00,0.00,0.00,0.00,18.00,72.00,-72.00,-100%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 10",D,1:35 PM,1,0,3_Premier,ATL,WSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W-wo,4,3,12,52-35,2,-1.5,McHugh,Weems,0,3:53,32053,1.12,3,1,0,,25017,6356434, 254 ,2
7/11/22,Mon,7:20 PM,Mets at Braves,ATTENDED,,,,,,3,0,0.00,0.00,0.00,0.00,18.00,54.00,-54.00,-100%,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,"Monday, Jul 11",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,1,4,0,52-36,2,-2.5,Scherzer,Fried,Díaz,3:03,42925,1.54,-1,0,1,,33308,19768458, 594 ,2.65
7/11/22,Mon,7:20 PM,Mets at Braves,SEATS,7/5/22,6,502014243,7/7/22,4,2,2,74.62,149.24,14.92,134.32,18.00,36.00,98.32,273%,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,"Monday, Jul 11",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,1,4,0,52-36,2,-2.5,Scherzer,Fried,Díaz,3:03,42925,1.54,-1,0,1,1,33308,19768458, 594 ,2.65
7/12/22,Tue,7:20 PM,Mets at Braves,SEATS,7/5/22,7,501996467,7/6/22,6,4,4,47.95,191.80,19.18,172.62,18.00,72.00,100.62,140%,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Jul 12",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,4,1,0,53-36,2,-1.5,Matzek,Peterson,Minter,3:04,42217,1.54,1,1,0,1,33308,19768458, 594 ,2.65
7/12/22,Tue,7:20 PM,Mets at Braves,PARKING,7/5/22,7,502077155,7/8/22,4,1,1,34.95,34.95,3.50,31.46,18.00,18.00,13.46,75%,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Jul 12",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,4,1,0,53-36,2,-1.5,Matzek,Peterson,Minter,3:04,42217,1.54,1,1,0,1,33308,19768458, 594 ,2.65
7/13/22,Wed,12:20 PM,Mets at Braves,SEATS,6/24/22,19,502246403,7/6/22,7,3,3,18.95,56.85,5.69,51.17,18.00,54.00,-2.84,-5%,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Jul 13",D,12:20 PM,1,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,3,7,0,53-37,2,-2.5,Bassitt,Morton,0,3:05,34879,1.55,-1,0,0,1,33308,19768458, 594 ,2.65
7/13/22,Wed,12:20 PM,Mets at Braves,SEATS,6/24/22,19,502188262,7/11/22,2,1,1,19.95,19.95,2.00,17.96,18.00,18.00,-0.05,0%,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Jul 13",D,12:20 PM,1,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,3,7,0,53-37,2,-2.5,Bassitt,Morton,0,3:05,34879,1.55,-1,0,0,1,33308,19768458, 594 ,2.65
7/22/22,Fri,7:20 PM,Angels at Braves,SEATS,7/15/22,7,502381440,7/15/22,7,2,2,144.00,288.00,28.80,259.20,18.00,36.00,223.20,620%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 22",N,7:20 PM,0,0,2_Marquee,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,8,1,0,57-38,2,-1.5,Lee,Ohtani,0,2:59,42867,1.03,1,0,0,4,30339,12997353, 428 ,2.2
7/22/22,Fri,7:20 PM,Angels at Braves,SEATS,7/15/22,7,502433922,7/17/22,5,2,2,88.00,176.00,17.60,158.40,18.00,36.00,122.40,340%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 22",N,7:20 PM,0,0,2_Marquee,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,8,1,0,57-38,2,-1.5,Lee,Ohtani,0,2:59,42867,1.03,1,0,0,4,30339,12997353, 428 ,2.2
7/22/22,Fri,7:20 PM,Angels at Braves,PARKING,7/15/22,7,502617063,7/22/22,0,1,1,49.00,49.00,4.90,44.10,18.00,18.00,26.10,145%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 22",N,7:20 PM,0,0,2_Marquee,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,8,1,0,57-38,2,-1.5,Lee,Ohtani,0,2:59,42867,1.03,1,0,0,4,30339,12997353, 428 ,2.2
7/23/22,Sat,7:20 PM,Angels at Braves,SEATS,7/15/22,8,502438131,7/17/22,6,3,3,159.00,477.00,47.70,429.30,18.00,54.00,375.30,695%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 23",N,7:20 PM,0,0,1_Diamond,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,7,2,0,58-38,2,-0.5,Wright,Sandoval,0,3:01,42827,1.01,2,0,0,4,30339,12997353, 428 ,2.2
7/23/22,Sat,7:20 PM,Angels at Braves,SEATS,7/15/22,8,502673191,7/23/22,0,1,1,49.00,49.00,4.90,44.10,18.00,18.00,26.10,145%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 23",N,7:20 PM,0,0,1_Diamond,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,7,2,0,58-38,2,-0.5,Wright,Sandoval,0,3:01,42827,1.01,2,0,0,4,30339,12997353, 428 ,2.2
7/23/22,Sat,7:20 PM,Angels at Braves,PARKING,7/15/22,8,502539957,7/20/22,3,1,1,39.95,39.95,4.00,35.96,18.00,18.00,17.96,100%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 23",N,7:20 PM,0,0,1_Diamond,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,W,7,2,0,58-38,2,-0.5,Wright,Sandoval,0,3:01,42827,1.01,2,0,0,4,30339,12997353, 428 ,2.2
7/24/22,Sun,1:35 PM,Angels at Braves,SEATS,7/15/22,9,502488187,7/18/22,6,4,4,98.00,392.00,39.20,352.80,18.00,72.00,280.80,390%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 24",D,1:20 PM,1,0,4_Select,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,L,1,9,0,58-39,2,-1.5,Detmers,Anderson,0,3:17,42663,1.02,-1,0,0,4,30339,12997353, 428 ,2.2
7/24/22,Sun,1:35 PM,Angels at Braves,PARKING,7/15/22,9,502693743,7/23/22,1,1,1,32.95,32.95,3.30,29.66,18.00,18.00,11.66,65%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 24",D,1:20 PM,1,0,4_Select,ATL,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,L,1,9,0,58-39,2,-1.5,Detmers,Anderson,0,3:17,42663,1.02,-1,0,0,4,30339,12997353, 428 ,2.2
7/29/22,Fri,7:20 PM,D-backs at Braves,SEATS,7/16/22,13,502476646,7/18/22,11,3,3,73.00,219.00,21.90,197.10,18.00,54.00,143.10,265%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 29",N,7:20 PM,0,0,2_Marquee,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,5,2,0,60-41,2,-3,Wright,Bumgarner,Jansen,2:40,41536,1,1,0,0,5,19817,4946145, 250 ,1.38
7/29/22,Fri,7:20 PM,D-backs at Braves,SEATS,7/16/22,13,502769046,7/25/22,4,1,1,73.00,73.00,7.30,65.70,18.00,18.00,47.70,265%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 29",N,7:20 PM,0,0,2_Marquee,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,5,2,0,60-41,2,-3,Wright,Bumgarner,Jansen,2:40,41536,1,1,0,0,5,19817,4946145, 250 ,1.38
7/29/22,Fri,7:20 PM,D-backs at Braves,PARKING,7/16/22,13,502928476,7/29/22,0,1,1,32.45,32.45,3.25,29.21,18.00,18.00,11.21,62%,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,"Friday, Jul 29",N,7:20 PM,0,0,2_Marquee,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,5,2,0,60-41,2,-3,Wright,Bumgarner,Jansen,2:40,41536,1,1,0,0,4,19817,4946145, 250 ,1.38
7/30/22,Sat,7:20 PM,D-backs at Braves,SEATS,7/16/22,14,502427111,7/16/22,14,4,4,78.00,312.00,31.20,280.80,18.00,72.00,208.80,290%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 30",N,7:20 PM,0,0,2_Marquee,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,6,2,0,61-41,2,-3,Anderson,Martin,0,2:51,41682,0.98,2,0,0,5,19817,4946145, 250 ,1.38
7/30/22,Sat,7:20 PM,D-backs at Braves,PARKING,7/16/22,14,502882452,7/28/22,2,1,1,33.95,33.95,3.40,30.56,18.00,18.00,12.56,70%,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,"Saturday, Jul 30",N,7:20 PM,0,0,2_Marquee,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,6,2,0,61-41,2,-3,Anderson,Martin,0,2:51,41682,0.98,2,0,0,4,19817,4946145, 250 ,1.38
7/31/22,Sun,1:35 PM,D-backs at Braves,SEATS,7/16/22,15,502599852,7/21/22,10,4,4,34.00,136.00,13.60,122.40,18.00,72.00,50.40,70%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 31",D,1:20 PM,1,0,4_Select,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W-wo,1,0,0,62-41,2,-3,Jansen,Melancon,0,2:52,39005,0.92,3,0,0,5,19817,4946145, 250 ,1.38
7/31/22,Sun,1:35 PM,D-backs at Braves,PARKING,7/16/22,15,,,0,1,0,39.00,0.00,0.00,0.00,18.00,18.00,-18.00,-100%,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sunday, Jul 31",D,1:20 PM,1,0,4_Select,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W-wo,1,0,0,62-41,2,-3,Jansen,Melancon,0,2:52,39005,0.92,3,0,0,,19817,4946145, 250 ,1.38
8/2/22,Tue,7:20 PM,Phillies at Braves,SEATS,7/16/22,17,502478665,7/18/22,15,3,3,28.00,84.00,8.40,75.60,18.00,54.00,21.60,40%,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 2",N,7:20 PM,0,0,4_Select,ATL,PHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,63-41,2,-2.5,Strider,Nelson,0,3:27,38932,0.96,4,1,0,3,28459,6228601, 219 ,2.3
8/2/22,Tue,7:20 PM,Phillies at Braves,SEATS,7/16/22,17,502478666,7/18/22,15,1,1,28.00,28.00,2.80,25.20,18.00,18.00,7.20,40%,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 2",N,7:20 PM,0,0,4_Select,ATL,PHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,63-41,2,-2.5,Strider,Nelson,0,3:27,38932,0.96,4,1,0,3,28459,6228601, 219 ,2.3
8/2/22,Tue,7:20 PM,Phillies at Braves,PARKING,7/16/22,17,502865255,7/28/22,5,1,1,33.95,33.95,3.40,30.56,18.00,18.00,12.56,70%,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 2",N,7:20 PM,0,0,4_Select,ATL,PHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,63-41,2,-2.5,Strider,Nelson,0,3:27,38932,0.96,4,1,0,3,28459,6228601, 219 ,2.3
8/3/22,Wed,12:20 PM,Phillies at Braves,SEATS,7/16/22,18,502892734,7/28/22,6,4,4,19.95,79.80,7.98,71.82,18.00,72.00,-0.18,0%,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,"Wednesday, Aug 3",D,12:20 PM,1,0,4_Select,ATL,PHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,1,3,0,63-42,2,-3.5,Wheeler,McHugh,Robertson,2:40,30380,0.99,-1,0,0,3,28459,6228601, 219 ,2.3
8/15/22,Mon,7:20 PM,Mets at Braves,SEATS,7/24/22,22,503154207,8/3/22,12,3,3,129.00,387.00,38.70,348.30,18.00,54.00,294.30,545%,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"Monday, Aug 15",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,71-46,2,-4.5,Strider,Carrasco,0,3:18,38380,1.06,7,1,0,1,33308,19768458, 594 ,2.65
8/15/22,Mon,7:20 PM,Mets at Braves,SEATS,7/24/22,22,503506264,8/11/22,4,1,1,43.00,43.00,4.30,38.70,18.00,18.00,20.70,115%,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"Monday, Aug 15",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,71-46,2,-4.5,Strider,Carrasco,0,3:18,38380,1.06,7,1,0,1,33308,19768458, 594 ,2.65
8/15/22,Mon,7:20 PM,Mets at Braves,PARKING,7/24/22,22,503699387,8/15/22,0,1,1,35.00,35.00,3.50,31.50,18.00,18.00,13.50,75%,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"Monday, Aug 15",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,13,1,0,71-46,2,-4.5,Strider,Carrasco,0,3:18,38380,1.06,7,1,0,1,33308,19768458, 594 ,2.65
8/16/22,Tue,7:20 PM,Mets at Braves,SEATS,7/24/22,23,,,,1,0,30.00,0.00,0.00,0.00,18.00,18.00,-18.00,-100%,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 16",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,5,0,0,72-46,2,-3.5,Morton,Alvarez,0,2:51,37449,1.25,8,0,0,,33308,19768458, 594 ,2.65
8/16/22,Tue,7:20 PM,Mets at Braves,SEATS,7/24/22,23,503160228,8/3/22,13,3,3,93.00,279.00,27.90,251.10,18.00,54.00,197.10,365%,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 16",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,5,0,0,72-46,2,-3.5,Morton,Alvarez,0,2:51,37449,1.25,8,0,0,1,33308,19768458, 594 ,2.65
8/16/22,Tue,7:20 PM,Mets at Braves,PARKING,7/24/22,23,503744770,8/16/22,0,1,1,27.00,27.00,2.70,24.30,18.00,18.00,6.30,35%,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,"Tuesday, Aug 16",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W,5,0,0,72-46,2,-3.5,Morton,Alvarez,0,2:51,37449,1.25,8,0,0,1,33308,19768458, 594 ,2.65
8/17/22,Wed,7:20 PM,Mets at Braves,SEATS,7/24/22,24,503759291,8/16/22,1,1,1,17.00,17.00,1.70,15.30,18.00,18.00,-2.70,-15%,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,"Wednesday, Aug 17",N,7:20 PM,0,0,4_Select,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,L,7,9,0,72-47,2,-4.5,Scherzer,Odorizzi,0,3:22,34308,1.39,-1,0,0,1,33308,19768458, 594 ,2.65
